,0
0,-0.10187879386109275
1,-0.0342932031131757
2,-0.01980726456384744
3,-0.12097022563185438
4,-0.03459231012527362
5,-0.04038627260251602
6,-0.00861440287701522
7,0.026099506224709974
8,-0.0794280248385103
9,0.045953862482255664
10,-0.02328898411381299
11,0.02697996087442145
12,-0.033529938927719986
13,-0.04637734915881618
14,0.1365069805524445
15,-0.0431529940850883
16,0.051733499973101386
17,-0.02360251096939854
18,0.0638598757152808
19,-0.04091304595937079
20,-0.060790608048258615
21,-0.05812374107642432
22,0.009577210520929379
23,0.09560664321979825
24,-0.04061480624517941
25,-0.14845528788593337
26,0.10965163267147425
27,-0.032404883698599445
28,-0.07096695545056318
29,0.1321545313373129
30,-0.12538668127345415
31,0.0405161511882085
32,0.007655030472661879
33,0.009655492245765626
34,-0.012643606129382111
35,0.06647100853935949
36,0.11036863709509467
37,0.12075414499731722
38,0.03930020043891493
39,-0.11674299484209381
40,-0.21732119305217168
41,-0.09514495936961291
42,0.1079151017607911
43,0.10417520389739571
44,0.03485690170758065
45,0.017278121838417874
46,-0.15835111233405152
47,0.0889989219219175
48,0.0009438232332588837
49,-0.1211910295466826
50,-0.05095177110322185
51,0.03326522609402974
52,0.006870161037491402
53,-0.08287453044204564
54,0.027135849863412696
55,0.10547392491114067
56,-0.07052745347574509
57,-0.0008593931574962098
58,0.02580318507423031
59,0.040915380355276344
60,-0.021267041940023507
61,0.1394383404079896
62,0.09423148771686427
63,0.13215135887401205
64,-0.06594339952456912
65,-0.05766598284372745
66,-0.026404390684634137
67,-0.01494089464274319
68,-0.13774937876316998
69,-0.036130203637926524
70,-0.12354994599605533
71,0.043459927760925526
72,-0.08711506347686003
73,-0.1578986200050407
74,0.008883987238589143
75,0.024289120474070284
76,0.09948405502634407
77,0.06948290945037758
78,-0.20963709651641674
79,0.059596402292921714
80,-0.0803247176096185
81,-0.057416687354107196
82,-0.23598296080380585
83,-0.1569974075214005
84,-0.00536706312775609
85,-0.08120201324627595
86,-0.04136772510673782
87,0.09867812888737319
88,0.024751823938148912
89,-0.02563540446846205
90,0.12965243064155396
91,-0.09720825242125097
92,-0.17938233920090027
93,-0.22448277932552763
94,-0.26564018058043365
95,-0.06651627716958058
96,0.055868920801739524
97,0.044037212833758686
98,-0.01800820448230963
99,0.06844979584126246
100,-0.060662904752238136
101,0.08718029516814724
102,0.0588464272146806
103,-0.04155674941739568
104,0.09946971167889282
105,0.055928973973487325
106,0.10116478279264575
107,0.0990322188553277
108,0.056992574725144345
109,0.10226504386113562
110,-0.034325464752972545
111,-0.014952668914125201
112,-0.018148856442977212
113,-0.13198194031805924
114,-0.017393362734252227
115,-0.05786300771723325
116,0.029460323715985785
117,0.07011191796747439
118,0.07064413510249648
119,0.012623395105849615
120,-0.014460438702484871
121,0.04584603399986763
122,-0.10612576353127731
123,0.032032060391268935
124,-0.04078528245337855
125,-0.04132333469422847
126,0.020757779873241393
127,0.08716646586388792
